well,od_600nm,time_s,temp_C,instrument,strain,replicate
D10,0.0876,33172.699,37.0,spark,blank,0
D10,0.0876,33440.239,37.1,spark,blank,0
D10,0.0876,33707.675,37.1,spark,blank,0
D10,0.0876,33975.138,37.0,spark,blank,0
D10,0.0876,34242.628,37.0,spark,blank,0
D10,0.087,3210.658,37.1,spark,blank,0
D10,0.0876,34510.212,37.0,spark,blank,0
D10,0.0877,34777.79,37.0,spark,blank,0
D10,0.0876,35045.312000000005,37.0,spark,blank,0
D10,0.0877,35312.872,37.0,spark,blank,0
D10,0.0876,35580.371,37.1,spark,blank,0
D10,0.0876,35847.846,37.1,spark,blank,0
D10,0.0876,36115.379,37.0,spark,blank,0
D10,0.0877,36382.932,37.0,spark,blank,0
D10,0.0877,36650.489,37.0,spark,blank,0
D10,0.0876,36917.972,37.0,spark,blank,0
D10,0.087,3478.195,37.0,spark,blank,0
D10,0.0876,37185.541,37.0,spark,blank,0
D10,0.0877,37453.012,37.1,spark,blank,0
D10,0.0878,37720.513999999996,37.1,spark,blank,0
D10,0.0876,37988.068,37.1,spark,blank,0
D10,0.0876,38255.616,37.0,spark,blank,0
D10,0.0876,38523.171,37.0,spark,blank,0
D10,0.0876,38790.586,37.0,spark,blank,0
D10,0.0878,39058.084,37.0,spark,blank,0
D10,0.0877,39325.555,37.0,spark,blank,0
D10,0.0877,39593.098,37.1,spark,blank,0
D10,0.0871,3745.665,37.0,spark,blank,0
D10,0.0878,39860.698,37.1,spark,blank,0
D10,0.0878,40128.233,37.0,spark,blank,0
D10,0.0877,40395.791,37.0,spark,blank,0
D10,0.0877,40663.207,37.0,spark,blank,0
D10,0.0877,40930.704,37.0,spark,blank,0
D10,0.0877,41198.271,37.1,spark,blank,0
D10,0.0876,41465.708,37.0,spark,blank,0
D10,0.0877,41733.271,37.1,spark,blank,0
D10,0.0878,42000.759000000005,37.0,spark,blank,0
D10,0.0877,42268.24,37.0,spark,blank,0
D10,0.0871,4013.2129999999997,37.0,spark,blank,0
D10,0.0876,42535.685999999994,37.0,spark,blank,0
D10,0.0877,42803.258,37.0,spark,blank,0
D10,0.0878,43070.83,37.1,spark,blank,0
D10,0.0877,43338.350999999995,37.0,spark,blank,0
D10,0.0877,43605.904,37.1,spark,blank,0
D10,0.0877,43873.386,37.0,spark,blank,0
D10,0.0877,44140.874,37.0,spark,blank,0
D10,0.0878,44408.419,37.0,spark,blank,0
D10,0.0876,44675.913,37.0,spark,blank,0
D10,0.0878,44943.497,37.0,spark,blank,0
D10,0.0871,4280.687,37.0,spark,blank,0
D10,0.0878,45210.997,37.0,spark,blank,0
D10,0.0878,45478.532,37.1,spark,blank,0
D10,0.0878,45745.956,37.1,spark,blank,0
D10,0.0878,46013.508,37.1,spark,blank,0
D10,0.0878,46281.065,37.0,spark,blank,0
D10,0.0878,46548.562999999995,37.0,spark,blank,0
D10,0.0878,46816.162000000004,37.0,spark,blank,0
D10,0.0878,47083.66,37.0,spark,blank,0
D10,0.0877,47351.149000000005,37.1,spark,blank,0
D10,0.0878,47618.578,37.1,spark,blank,0
D10,0.0871,4548.089,37.1,spark,blank,0
D10,0.0878,47886.189000000006,37.1,spark,blank,0
D10,0.0878,48153.751,37.1,spark,blank,0
D10,0.0877,48421.252,37.0,spark,blank,0
D10,0.0878,48688.779,37.0,spark,blank,0
D10,0.0878,48956.308,37.0,spark,blank,0
D10,0.0877,49223.753,37.1,spark,blank,0
D10,0.0877,49491.179000000004,37.0,spark,blank,0
D10,0.0877,49758.747,37.1,spark,blank,0
D10,0.0877,50026.316,37.1,spark,blank,0
D10,0.0877,50293.844000000005,37.0,spark,blank,0
D10,0.087,4815.623,37.1,spark,blank,0
D10,0.0877,50561.397000000004,37.0,spark,blank,0
D10,0.0878,50828.84099999999,37.0,spark,blank,0
D10,0.0878,51096.344000000005,37.0,spark,blank,0
D10,0.0878,51363.812000000005,37.0,spark,blank,0
D10,0.0878,51631.352999999996,37.1,spark,blank,0
D10,0.0877,51898.944,37.1,spark,blank,0
D10,0.0878,52166.495,37.1,spark,blank,0
D10,0.0878,52434.055,37.0,spark,blank,0
D10,0.0878,52701.537000000004,37.0,spark,blank,0
D10,0.0878,52969.032999999996,37.0,spark,blank,0
D10,0.0871,267.836,36.7,spark,blank,0
D10,0.0871,5083.129,37.1,spark,blank,0
D10,0.0878,53236.497,37.0,spark,blank,0
D10,0.0878,53504.029,37.0,spark,blank,0
D10,0.0878,53771.596,37.1,spark,blank,0
D10,0.0878,54039.114,37.1,spark,blank,0
D10,0.0879,54306.648,37.1,spark,blank,0
D10,0.0878,54574.187999999995,37.0,spark,blank,0
D10,0.0878,54841.735,37.0,spark,blank,0
D10,0.0878,55109.192,37.1,spark,blank,0
D10,0.0878,55376.68,37.0,spark,blank,0
D10,0.0878,55644.246,37.0,spark,blank,0
D10,0.0872,5350.651999999999,37.1,spark,blank,0
D10,0.0878,55911.764,37.1,spark,blank,0
D10,0.0878,56179.350999999995,37.1,spark,blank,0
D10,0.0877,56446.874,37.0,spark,blank,0
D10,0.0878,56714.455,37.0,spark,blank,0
D10,0.0877,56981.914000000004,37.0,spark,blank,0
D10,0.0879,57249.416,37.0,spark,blank,0
D10,0.0878,57516.873,37.1,spark,blank,0
D10,0.0877,57784.365,37.1,spark,blank,0
D10,0.0879,58051.917,37.1,spark,blank,0
D10,0.0878,58319.44,37.1,spark,blank,0
D10,0.087,5618.144,37.0,spark,blank,0
D10,0.0878,58586.997,37.0,spark,blank,0
D10,0.0879,58854.552,37.0,spark,blank,0
D10,0.0878,59122.115,37.0,spark,blank,0
D10,0.0878,59389.564000000006,37.0,spark,blank,0
D10,0.08800000000000001,59657.051,37.1,spark,blank,0
D10,0.0878,59924.532,37.1,spark,blank,0
D10,0.0878,60192.085,37.1,spark,blank,0
D10,0.0879,60459.612,37.1,spark,blank,0
D10,0.0878,60727.140999999996,37.0,spark,blank,0
D10,0.0878,60994.725,37.0,spark,blank,0
D10,0.087,5885.6669999999995,37.0,spark,blank,0
D10,0.0878,61262.191,37.0,spark,blank,0
D10,0.0879,61529.755999999994,37.0,spark,blank,0
D10,0.0878,61797.257000000005,37.1,spark,blank,0
D10,0.0879,62064.7,37.1,spark,blank,0
D10,0.0878,62332.137,37.1,spark,blank,0
D10,0.0879,62599.652,37.0,spark,blank,0
D10,0.0879,62867.225999999995,37.0,spark,blank,0
D10,0.0878,63134.79,37.0,spark,blank,0
D10,0.0878,63402.319,37.0,spark,blank,0
D10,0.0879,63669.758,37.0,spark,blank,0
D10,0.0871,6153.145,37.0,spark,blank,0
D10,0.0879,63937.373,37.1,spark,blank,0
D10,0.0879,64204.859000000004,37.1,spark,blank,0
D10,0.0879,64472.35400000001,37.1,spark,blank,0
D10,0.0879,64739.795999999995,37.0,spark,blank,0
D10,0.0879,65007.405999999995,37.0,spark,blank,0
D10,0.0879,65274.949,37.0,spark,blank,0
D10,0.0879,65542.507,37.0,spark,blank,0
D10,0.0879,65810.063,37.0,spark,blank,0
D10,0.0879,66077.556,37.1,spark,blank,0
D10,0.0878,66345.15,37.1,spark,blank,0
D10,0.0871,6420.624,37.0,spark,blank,0
D10,0.0879,66612.655,37.1,spark,blank,0
D10,0.0878,66880.146,37.0,spark,blank,0
D10,0.0878,67147.54,37.0,spark,blank,0
D10,0.0879,67415.08,37.0,spark,blank,0
D10,0.0878,67682.663,37.1,spark,blank,0
D10,0.0879,67950.2,37.0,spark,blank,0
D10,0.08800000000000001,68217.768,37.1,spark,blank,0
D10,0.0879,68485.315,37.1,spark,blank,0
D10,0.08800000000000001,68752.842,37.0,spark,blank,0
D10,0.0879,69020.35,37.0,spark,blank,0
D10,0.0871,6688.143,37.1,spark,blank,0
D10,0.0879,69287.916,37.0,spark,blank,0
D10,0.0879,69555.407,37.0,spark,blank,0
D10,0.0879,69822.897,37.0,spark,blank,0
D10,0.0879,70090.413,37.0,spark,blank,0
D10,0.0879,70357.94099999999,37.1,spark,blank,0
D10,0.0879,70625.511,37.1,spark,blank,0
D10,0.0879,70893.064,37.0,spark,blank,0
D10,0.0879,71160.594,37.0,spark,blank,0
D10,0.08800000000000001,71428.0,37.0,spark,blank,0
D10,0.08800000000000001,71695.542,37.1,spark,blank,0
D10,0.0872,6955.616,37.1,spark,blank,0
D10,0.08800000000000001,71963.06,37.0,spark,blank,0
D10,0.0879,72230.599,37.1,spark,blank,0
D10,0.0879,72498.09599999999,37.1,spark,blank,0
D10,0.0879,72765.558,37.0,spark,blank,0
D10,0.08800000000000001,73033.076,37.0,spark,blank,0
D10,0.0879,73300.637,37.0,spark,blank,0
D10,0.0881,73568.19900000001,37.0,spark,blank,0
D10,0.08800000000000001,73835.675,37.0,spark,blank,0
D10,0.0881,74103.262,37.1,spark,blank,0
D10,0.0879,74370.799,37.1,spark,blank,0
D10,0.0871,7223.217,37.1,spark,blank,0
D10,0.0879,74638.32400000001,37.1,spark,blank,0
D10,0.08800000000000001,74905.77799999999,37.0,spark,blank,0
D10,0.08800000000000001,75173.253,37.0,spark,blank,0
D10,0.08800000000000001,75440.74,37.0,spark,blank,0
D10,0.08800000000000001,75708.27,37.0,spark,blank,0
D10,0.08800000000000001,75975.86200000001,37.0,spark,blank,0
D10,0.0879,76243.375,37.0,spark,blank,0
D10,0.08800000000000001,76510.936,37.1,spark,blank,0
D10,0.0879,76778.464,37.1,spark,blank,0
D10,0.0879,77046.024,37.0,spark,blank,0
D10,0.0872,7490.695,37.0,spark,blank,0
D10,0.0879,77313.49900000001,37.0,spark,blank,0
D10,0.08800000000000001,77581.065,37.0,spark,blank,0
D10,0.08800000000000001,77848.582,37.0,spark,blank,0
D10,0.08800000000000001,78116.12299999999,37.0,spark,blank,0
D10,0.0879,78383.664,37.1,spark,blank,0
D10,0.08800000000000001,78651.24,37.1,spark,blank,0
D10,0.0879,78918.767,37.0,spark,blank,0
D10,0.0879,79186.183,37.0,spark,blank,0
D10,0.08800000000000001,79453.731,37.0,spark,blank,0
D10,0.0879,79721.259,37.0,spark,blank,0
D10,0.0871,535.336,36.9,spark,blank,0
D10,0.087,7758.201,37.0,spark,blank,0
D10,0.08800000000000001,79988.788,37.1,spark,blank,0
D10,0.08800000000000001,80256.238,37.0,spark,blank,0
D10,0.0881,80523.69099999999,37.1,spark,blank,0
D10,0.08800000000000001,80791.228,37.1,spark,blank,0
D10,0.08800000000000001,81058.798,37.0,spark,blank,0
D10,0.0879,81326.378,37.0,spark,blank,0
D10,0.08800000000000001,81593.841,37.0,spark,blank,0
D10,0.08800000000000001,81861.455,37.0,spark,blank,0
D10,0.08800000000000001,82128.957,37.0,spark,blank,0
D10,0.08800000000000001,82396.462,37.1,spark,blank,0
D10,0.0872,8025.557,37.0,spark,blank,0
D10,0.08800000000000001,82663.87400000001,37.1,spark,blank,0
D10,0.08800000000000001,82931.425,37.0,spark,blank,0
D10,0.0879,83198.946,37.0,spark,blank,0
D10,0.08800000000000001,83466.464,37.0,spark,blank,0
D10,0.08800000000000001,83734.078,37.0,spark,blank,0
D10,0.0879,84001.605,37.0,spark,blank,0
D10,0.08800000000000001,84269.136,37.1,spark,blank,0
D10,0.0879,84536.57800000001,37.1,spark,blank,0
D10,0.08800000000000001,84804.08,37.1,spark,blank,0
D10,0.08800000000000001,85071.597,37.0,spark,blank,0
D10,0.0871,8293.043,37.0,spark,blank,0
D10,0.08800000000000001,85339.136,37.0,spark,blank,0
D10,0.0872,8560.553,37.0,spark,blank,0
D10,0.0872,8828.009,37.1,spark,blank,0
D10,0.0872,9095.591999999999,37.1,spark,blank,0
D10,0.0871,9363.094000000001,37.0,spark,blank,0
D10,0.0872,9630.608,37.0,spark,blank,0
D10,0.0872,9897.991,37.0,spark,blank,0
D10,0.0872,10165.45,37.0,spark,blank,0
D10,0.0872,802.882,37.0,spark,blank,0
D10,0.0872,10432.987,37.0,spark,blank,0
D10,0.0872,10700.392,37.0,spark,blank,0
D10,0.0873,10967.934,37.1,spark,blank,0
D10,0.0872,11235.391000000001,37.0,spark,blank,0
D10,0.0872,11502.919,37.0,spark,blank,0
D10,0.0872,11770.403,37.0,spark,blank,0
D10,0.0872,12037.886999999999,37.0,spark,blank,0
D10,0.0872,12305.426000000001,37.0,spark,blank,0
D10,0.0872,12572.983999999999,37.1,spark,blank,0
D10,0.0872,12840.556999999999,37.1,spark,blank,0
D10,0.0871,1070.351,37.0,spark,blank,0
D10,0.0873,13108.052,37.1,spark,blank,0
D10,0.0873,13375.581,37.0,spark,blank,0
D10,0.0873,13643.055,37.0,spark,blank,0
D10,0.0873,13910.567,37.0,spark,blank,0
D10,0.0873,14178.098,37.0,spark,blank,0
D10,0.0873,14445.642,37.0,spark,blank,0
D10,0.0873,14713.235,37.1,spark,blank,0
D10,0.0874,14980.72,37.1,spark,blank,0
D10,0.0873,15248.306999999999,37.1,spark,blank,0
D10,0.0873,15515.803999999998,37.0,spark,blank,0
D10,0.0871,1337.9579999999999,37.1,spark,blank,0
D10,0.0873,15783.322,37.0,spark,blank,0
D10,0.0873,16050.93,37.0,spark,blank,0
D10,0.0873,16318.495,37.0,spark,blank,0
D10,0.0873,16586.075,37.0,spark,blank,0
D10,0.0874,16853.488999999998,37.1,spark,blank,0
D10,0.0874,17121.111,37.1,spark,blank,0
D10,0.0873,17388.623,37.1,spark,blank,0
D10,0.0873,17656.141,37.0,spark,blank,0
D10,0.0873,17923.701,37.0,spark,blank,0
D10,0.0873,18191.228,37.0,spark,blank,0
D10,0.087,1605.432,37.0,spark,blank,0
D10,0.0874,18458.761000000002,37.0,spark,blank,0
D10,0.0873,18726.214,37.1,spark,blank,0
D10,0.0873,18993.792,37.1,spark,blank,0
D10,0.0874,19261.324,37.0,spark,blank,0
D10,0.0874,19528.738,37.0,spark,blank,0
D10,0.0873,19796.237,37.0,spark,blank,0
D10,0.0874,20063.77,37.0,spark,blank,0
D10,0.0874,20331.333,37.0,spark,blank,0
D10,0.0873,20598.881,37.0,spark,blank,0
D10,0.0874,20866.433,37.1,spark,blank,0
D10,0.087,1872.9720000000002,37.0,spark,blank,0
D10,0.0874,21133.976000000002,37.1,spark,blank,0
D10,0.0874,21401.476000000002,37.1,spark,blank,0
D10,0.0874,21668.93,37.0,spark,blank,0
D10,0.0875,21936.49,37.0,spark,blank,0
D10,0.0874,22204.041,37.0,spark,blank,0
D10,0.0874,22471.607999999997,37.0,spark,blank,0
D10,0.0874,22739.136000000002,37.1,spark,blank,0
D10,0.0874,23006.607999999997,37.0,spark,blank,0
D10,0.0874,23274.199,37.1,spark,blank,0
D10,0.0875,23541.681,37.1,spark,blank,0
D10,0.0871,2140.595,37.0,spark,blank,0
D10,0.0875,23809.177000000003,37.0,spark,blank,0
D10,0.0873,24076.757999999998,37.0,spark,blank,0
D10,0.0875,24344.339,37.0,spark,blank,0
D10,0.0874,24611.901,37.0,spark,blank,0
D10,0.0875,24879.287,37.0,spark,blank,0
D10,0.0874,25146.862,37.1,spark,blank,0
D10,0.0876,25414.384,37.1,spark,blank,0
D10,0.0873,25681.939,37.0,spark,blank,0
D10,0.0875,25949.506,37.0,spark,blank,0
D10,0.0875,26217.031000000003,37.0,spark,blank,0
D11,0.0881,0.0,36.9,spark,blank,0
D11,0.08800000000000001,2408.127,37.1,spark,blank,0
D11,0.0881,26484.597,37.0,spark,blank,0
D11,0.0881,26752.037,37.0,spark,blank,0
D11,0.08800000000000001,27019.474,37.1,spark,blank,0
D11,0.0879,27286.966,37.1,spark,blank,0
D11,0.0881,27554.556,37.1,spark,blank,0
D11,0.0881,27822.155,37.0,spark,blank,0
D11,0.0881,28089.702999999998,37.0,spark,blank,0
D11,0.0882,28357.265,37.0,spark,blank,0
D11,0.0881,28624.752999999997,37.0,spark,blank,0
D11,0.0881,28892.232999999997,37.0,spark,blank,0
D11,0.0879,2675.672,37.0,spark,blank,0
D11,0.08800000000000001,29159.727000000003,37.0,spark,blank,0
D11,0.0881,29427.327,37.1,spark,blank,0
D11,0.0881,29694.89,37.1,spark,blank,0
D11,0.0882,29962.374,37.0,spark,blank,0
D11,0.0881,30229.977000000003,37.0,spark,blank,0
D11,0.0881,30497.467,37.0,spark,blank,0
D11,0.0882,30764.957000000002,37.0,spark,blank,0
D11,0.0881,31032.5,37.1,spark,blank,0
D11,0.0881,31300.051,37.1,spark,blank,0
D11,0.0881,31567.593999999997,37.1,spark,blank,0
D11,0.0879,2943.0759999999996,37.1,spark,blank,0
D11,0.0882,31834.994,37.1,spark,blank,0
D11,0.0882,32102.555,37.0,spark,blank,0
D11,0.0882,32370.036,37.0,spark,blank,0
D11,0.0882,32637.605,37.0,spark,blank,0
D11,0.0882,32905.163,37.0,spark,blank,0
D11,0.0882,33172.699,37.0,spark,blank,0
D11,0.0881,33440.239,37.1,spark,blank,0
D11,0.0882,33707.675,37.1,spark,blank,0
D11,0.0882,33975.138,37.0,spark,blank,0
D11,0.0882,34242.628,37.0,spark,blank,0
D11,0.0878,3210.658,37.1,spark,blank,0
D11,0.0881,34510.212,37.0,spark,blank,0
D11,0.0882,34777.79,37.0,spark,blank,0
D11,0.0883,35045.312000000005,37.0,spark,blank,0
D11,0.0882,35312.872,37.0,spark,blank,0
D11,0.0882,35580.371,37.1,spark,blank,0
D11,0.0882,35847.846,37.1,spark,blank,0
D11,0.0882,36115.379,37.0,spark,blank,0
D11,0.0882,36382.932,37.0,spark,blank,0
D11,0.0882,36650.489,37.0,spark,blank,0
D11,0.0882,36917.972,37.0,spark,blank,0
D11,0.0879,3478.195,37.0,spark,blank,0
D11,0.0882,37185.541,37.0,spark,blank,0
D11,0.0882,37453.012,37.1,spark,blank,0
D11,0.0883,37720.513999999996,37.1,spark,blank,0
D11,0.0883,37988.068,37.1,spark,blank,0
D11,0.0883,38255.616,37.0,spark,blank,0
D11,0.0883,38523.171,37.0,spark,blank,0
D11,0.0883,38790.586,37.0,spark,blank,0
D11,0.0883,39058.084,37.0,spark,blank,0
D11,0.0883,39325.555,37.0,spark,blank,0
D11,0.0882,39593.098,37.1,spark,blank,0
D11,0.0878,3745.665,37.0,spark,blank,0
D11,0.0883,39860.698,37.1,spark,blank,0
D11,0.0883,40128.233,37.0,spark,blank,0
D11,0.0883,40395.791,37.0,spark,blank,0
D11,0.0883,40663.207,37.0,spark,blank,0
D11,0.0882,40930.704,37.0,spark,blank,0
D11,0.0884,41198.271,37.1,spark,blank,0
D11,0.0883,41465.708,37.0,spark,blank,0
D11,0.0883,41733.271,37.1,spark,blank,0
D11,0.0883,42000.759000000005,37.0,spark,blank,0
D11,0.0883,42268.24,37.0,spark,blank,0
D11,0.0878,4013.2129999999997,37.0,spark,blank,0
D11,0.0883,42535.685999999994,37.0,spark,blank,0
D11,0.0883,42803.258,37.0,spark,blank,0
D11,0.0882,43070.83,37.1,spark,blank,0
D11,0.0883,43338.350999999995,37.0,spark,blank,0
D11,0.0883,43605.904,37.1,spark,blank,0
D11,0.0882,43873.386,37.0,spark,blank,0
D11,0.0883,44140.874,37.0,spark,blank,0
D11,0.0883,44408.419,37.0,spark,blank,0
D11,0.0882,44675.913,37.0,spark,blank,0
D11,0.0884,44943.497,37.0,spark,blank,0
D11,0.0879,4280.687,37.0,spark,blank,0
D11,0.0884,45210.997,37.0,spark,blank,0
D11,0.0884,45478.532,37.1,spark,blank,0
D11,0.0883,45745.956,37.1,spark,blank,0
D11,0.0884,46013.508,37.1,spark,blank,0
D11,0.0883,46281.065,37.0,spark,blank,0
D11,0.0884,46548.562999999995,37.0,spark,blank,0
D11,0.0883,46816.162000000004,37.0,spark,blank,0
D11,0.0884,47083.66,37.0,spark,blank,0
D11,0.0884,47351.149000000005,37.1,spark,blank,0
D11,0.0883,47618.578,37.1,spark,blank,0
D11,0.0878,4548.089,37.1,spark,blank,0
D11,0.0883,47886.189000000006,37.1,spark,blank,0
D11,0.0884,48153.751,37.1,spark,blank,0
D11,0.0883,48421.252,37.0,spark,blank,0
D11,0.0883,48688.779,37.0,spark,blank,0
D11,0.0883,48956.308,37.0,spark,blank,0
D11,0.0885,49223.753,37.1,spark,blank,0
D11,0.0884,49491.179000000004,37.0,spark,blank,0
D11,0.0883,49758.747,37.1,spark,blank,0
D11,0.0883,50026.316,37.1,spark,blank,0
D11,0.0884,50293.844000000005,37.0,spark,blank,0
D11,0.0878,4815.623,37.1,spark,blank,0
D11,0.0883,50561.397000000004,37.0,spark,blank,0
D11,0.0883,50828.84099999999,37.0,spark,blank,0
D11,0.0883,51096.344000000005,37.0,spark,blank,0
D11,0.0884,51363.812000000005,37.0,spark,blank,0
D11,0.0884,51631.352999999996,37.1,spark,blank,0
D11,0.0884,51898.944,37.1,spark,blank,0
D11,0.0884,52166.495,37.1,spark,blank,0
D11,0.0883,52434.055,37.0,spark,blank,0
D11,0.0883,52701.537000000004,37.0,spark,blank,0
D11,0.0884,52969.032999999996,37.0,spark,blank,0
D11,0.0881,267.836,36.7,spark,blank,0
D11,0.0879,5083.129,37.1,spark,blank,0
D11,0.0885,53236.497,37.0,spark,blank,0
D11,0.0884,53504.029,37.0,spark,blank,0
D11,0.0883,53771.596,37.1,spark,blank,0
D11,0.0884,54039.114,37.1,spark,blank,0
D11,0.0884,54306.648,37.1,spark,blank,0
D11,0.0883,54574.187999999995,37.0,spark,blank,0
D11,0.0884,54841.735,37.0,spark,blank,0
D11,0.0884,55109.192,37.1,spark,blank,0
D11,0.0884,55376.68,37.0,spark,blank,0
D11,0.0883,55644.246,37.0,spark,blank,0
D11,0.0879,5350.651999999999,37.1,spark,blank,0
D11,0.0884,55911.764,37.1,spark,blank,0
D11,0.0884,56179.350999999995,37.1,spark,blank,0
D11,0.0884,56446.874,37.0,spark,blank,0
D11,0.0884,56714.455,37.0,spark,blank,0
D11,0.0884,56981.914000000004,37.0,spark,blank,0
D11,0.0885,57249.416,37.0,spark,blank,0
D11,0.0884,57516.873,37.1,spark,blank,0
D11,0.0884,57784.365,37.1,spark,blank,0
D11,0.0884,58051.917,37.1,spark,blank,0
D11,0.0884,58319.44,37.1,spark,blank,0
D11,0.0879,5618.144,37.0,spark,blank,0
D11,0.0884,58586.997,37.0,spark,blank,0
D11,0.0885,58854.552,37.0,spark,blank,0
D11,0.0884,59122.115,37.0,spark,blank,0
D11,0.0884,59389.564000000006,37.0,spark,blank,0
D11,0.0884,59657.051,37.1,spark,blank,0
D11,0.0884,59924.532,37.1,spark,blank,0
D11,0.0884,60192.085,37.1,spark,blank,0
D11,0.0884,60459.612,37.1,spark,blank,0
D11,0.0884,60727.140999999996,37.0,spark,blank,0
D11,0.0885,60994.725,37.0,spark,blank,0
D11,0.0879,5885.6669999999995,37.0,spark,blank,0
D11,0.0884,61262.191,37.0,spark,blank,0
D11,0.0885,61529.755999999994,37.0,spark,blank,0
D11,0.0885,61797.257000000005,37.1,spark,blank,0
D11,0.0885,62064.7,37.1,spark,blank,0
D11,0.0884,62332.137,37.1,spark,blank,0
D11,0.0884,62599.652,37.0,spark,blank,0
D11,0.0885,62867.225999999995,37.0,spark,blank,0
D11,0.0885,63134.79,37.0,spark,blank,0
D11,0.0884,63402.319,37.0,spark,blank,0
D11,0.0885,63669.758,37.0,spark,blank,0
D11,0.0878,6153.145,37.0,spark,blank,0
D11,0.0885,63937.373,37.1,spark,blank,0
D11,0.0884,64204.859000000004,37.1,spark,blank,0
D11,0.0885,64472.35400000001,37.1,spark,blank,0
D11,0.0885,64739.795999999995,37.0,spark,blank,0
D11,0.0885,65007.405999999995,37.0,spark,blank,0
D11,0.0885,65274.949,37.0,spark,blank,0
D11,0.0885,65542.507,37.0,spark,blank,0
D11,0.0885,65810.063,37.0,spark,blank,0
D11,0.0885,66077.556,37.1,spark,blank,0
D11,0.0885,66345.15,37.1,spark,blank,0
D11,0.0879,6420.624,37.0,spark,blank,0
D11,0.0886,66612.655,37.1,spark,blank,0
D11,0.0885,66880.146,37.0,spark,blank,0
D11,0.0885,67147.54,37.0,spark,blank,0
D11,0.0885,67415.08,37.0,spark,blank,0
D11,0.0885,67682.663,37.1,spark,blank,0
D11,0.0885,67950.2,37.0,spark,blank,0
D11,0.0885,68217.768,37.1,spark,blank,0
D11,0.0885,68485.315,37.1,spark,blank,0
D11,0.0886,68752.842,37.0,spark,blank,0
D11,0.0885,69020.35,37.0,spark,blank,0
D11,0.0879,6688.143,37.1,spark,blank,0
D11,0.0885,69287.916,37.0,spark,blank,0
D11,0.0885,69555.407,37.0,spark,blank,0
D11,0.0885,69822.897,37.0,spark,blank,0
D11,0.0886,70090.413,37.0,spark,blank,0
D11,0.0885,70357.94099999999,37.1,spark,blank,0
D11,0.0886,70625.511,37.1,spark,blank,0
D11,0.0885,70893.064,37.0,spark,blank,0
D11,0.0886,71160.594,37.0,spark,blank,0
D11,0.0886,71428.0,37.0,spark,blank,0
D11,0.0885,71695.542,37.1,spark,blank,0
D11,0.08800000000000001,6955.616,37.1,spark,blank,0
D11,0.0886,71963.06,37.0,spark,blank,0
D11,0.0885,72230.599,37.1,spark,blank,0
D11,0.0884,72498.09599999999,37.1,spark,blank,0
D11,0.0886,72765.558,37.0,spark,blank,0
D11,0.0885,73033.076,37.0,spark,blank,0
D11,0.0885,73300.637,37.0,spark,blank,0
D11,0.0886,73568.19900000001,37.0,spark,blank,0
D11,0.0886,73835.675,37.0,spark,blank,0
D11,0.0886,74103.262,37.1,spark,blank,0
D11,0.0886,74370.799,37.1,spark,blank,0
D11,0.0879,7223.217,37.1,spark,blank,0
D11,0.0886,74638.32400000001,37.1,spark,blank,0
D11,0.0886,74905.77799999999,37.0,spark,blank,0
D11,0.0886,75173.253,37.0,spark,blank,0
D11,0.0886,75440.74,37.0,spark,blank,0
D11,0.0885,75708.27,37.0,spark,blank,0
D11,0.0886,75975.86200000001,37.0,spark,blank,0
D11,0.0886,76243.375,37.0,spark,blank,0
D11,0.0886,76510.936,37.1,spark,blank,0
D11,0.0886,76778.464,37.1,spark,blank,0
D11,0.0886,77046.024,37.0,spark,blank,0
D11,0.0879,7490.695,37.0,spark,blank,0
D11,0.0886,77313.49900000001,37.0,spark,blank,0
D11,0.0886,77581.065,37.0,spark,blank,0
D11,0.0887,77848.582,37.0,spark,blank,0
D11,0.0888,78116.12299999999,37.0,spark,blank,0
D11,0.0888,78383.664,37.1,spark,blank,0
D11,0.0886,78651.24,37.1,spark,blank,0
D11,0.0887,78918.767,37.0,spark,blank,0
D11,0.0887,79186.183,37.0,spark,blank,0
D11,0.0887,79453.731,37.0,spark,blank,0
D11,0.0887,79721.259,37.0,spark,blank,0
D11,0.0881,535.336,36.9,spark,blank,0
D11,0.0878,7758.201,37.0,spark,blank,0
D11,0.0887,79988.788,37.1,spark,blank,0
D11,0.0886,80256.238,37.0,spark,blank,0
D11,0.0887,80523.69099999999,37.1,spark,blank,0
D11,0.0887,80791.228,37.1,spark,blank,0
D11,0.0887,81058.798,37.0,spark,blank,0
D11,0.0887,81326.378,37.0,spark,blank,0
D11,0.0887,81593.841,37.0,spark,blank,0
D11,0.0887,81861.455,37.0,spark,blank,0
D11,0.0887,82128.957,37.0,spark,blank,0
D11,0.0887,82396.462,37.1,spark,blank,0
D11,0.0879,8025.557,37.0,spark,blank,0
D11,0.0888,82663.87400000001,37.1,spark,blank,0
D11,0.0887,82931.425,37.0,spark,blank,0
D11,0.0886,83198.946,37.0,spark,blank,0
D11,0.0887,83466.464,37.0,spark,blank,0
D11,0.0886,83734.078,37.0,spark,blank,0
D11,0.0887,84001.605,37.0,spark,blank,0
D11,0.0887,84269.136,37.1,spark,blank,0
D11,0.0887,84536.57800000001,37.1,spark,blank,0
D11,0.0887,84804.08,37.1,spark,blank,0
D11,0.0888,85071.597,37.0,spark,blank,0
D11,0.0878,8293.043,37.0,spark,blank,0
D11,0.0887,85339.136,37.0,spark,blank,0
