Cycle Nr.,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149
D7,0.109,0.1111,0.1136,0.1159,0.1186,0.1216,0.1251,0.1288,0.1329,0.1375,0.1424,0.1482,0.1545,0.1615,0.1696,0.178,0.1882,0.1989,0.2117,0.2252,0.2407,0.2576,0.2769,0.2984,0.3205,0.349,0.3776,0.4098,0.4459,0.4791,0.5047,0.5381,0.5759,0.6138,0.6486,0.6839,0.7161,0.7483,0.7778,0.808,0.8367,0.8643,0.8749,0.9016,0.9072,0.9227,0.925,0.9255,0.9238,0.9202,0.9179,0.9151,0.9156,0.9176,0.9215,0.9268,0.9529,0.9532,0.9512,0.9483,0.9473,0.9473,0.9471,0.9491,0.9502,0.9518,0.9533,0.9542,0.9555,0.9568,0.9609,0.9795,0.9947,1.0042,1.0079,1.0078,1.0062,1.0037,1.0008,0.9973,0.9951,0.9912,0.9881,0.9852,0.9829,0.9795,0.9765,0.9739,0.9704,0.9676,0.9644,0.9609,0.9588,0.9551,0.9523,0.9493,0.9468,0.944,0.9413,0.9382,0.9348,0.9331,0.9304,0.9274,0.9248,0.9218,0.92,0.9172,0.915,0.9119,0.91,0.9069,0.9053,0.9028,0.8996,0.898,0.8958,0.8942,0.8915,0.8895,0.8867,0.885,0.8831,0.8808,0.8784,0.8772,0.8755,0.8729,0.8717,0.8697,0.8676,0.866,0.864,0.8619,0.8609,0.8586,0.8568,0.8556,0.8535,0.8518,0.8496,0.8485,0.8466,0.8452,0.8441,0.8428,0.8412,0.8396,0.8381
D8,0.1094,0.1113,0.1139,0.1162,0.119,0.122,0.1257,0.1292,0.1335,0.138,0.1429,0.1488,0.1549,0.1619,0.1699,0.1785,0.1884,0.1995,0.212,0.2261,0.2416,0.259,0.2782,0.2996,0.3224,0.3492,0.3803,0.412,0.4488,0.4803,0.5059,0.5388,0.5763,0.6141,0.6489,0.6831,0.7155,0.7471,0.7765,0.8061,0.8343,0.8625,0.881,0.8976,0.8974,0.9222,0.9251,0.9252,0.9227,0.9193,0.9165,0.9142,0.915,0.9166,0.9202,0.9255,0.9514,0.9532,0.9513,0.9491,0.9475,0.9467,0.9462,0.9477,0.9483,0.9491,0.9504,0.9516,0.9533,0.9539,0.9561,0.9605,0.9803,0.9943,1.0028,1.0054,1.0052,1.0025,1.0001,0.997,0.9942,0.9909,0.9881,0.9844,0.9813,0.9784,0.975,0.9723,0.9695,0.9661,0.9636,0.9598,0.9575,0.9543,0.9517,0.9482,0.9458,0.9427,0.9403,0.9372,0.934,0.9317,0.9284,0.9261,0.9233,0.9208,0.9182,0.916,0.9135,0.9106,0.9084,0.9053,0.9039,0.9016,0.8985,0.8964,0.8939,0.8921,0.8901,0.8881,0.8853,0.8837,0.8818,0.8795,0.8771,0.8752,0.874,0.8713,0.8699,0.8681,0.8661,0.8639,0.8619,0.8602,0.8588,0.857,0.8552,0.8529,0.8516,0.8497,0.8477,0.8466,0.8446,0.8431,0.842,0.8406,0.8386,0.8378,0.8361
D9,0.1104,0.112,0.1139,0.1162,0.1188,0.1217,0.125,0.1281,0.132,0.1361,0.1405,0.1457,0.1514,0.158,0.165,0.1731,0.1819,0.1919,0.2032,0.2162,0.23,0.2455,0.2635,0.2834,0.3053,0.3291,0.3589,0.3882,0.4223,0.455,0.4799,0.5105,0.5469,0.5856,0.6207,0.6551,0.6874,0.7198,0.7501,0.7798,0.8086,0.8363,0.8629,0.8794,0.8784,0.9044,0.9085,0.9092,0.9072,0.9043,0.9008,0.8976,0.8971,0.8977,0.9008,0.9056,0.9111,0.9364,0.9355,0.9333,0.9313,0.9301,0.9297,0.9307,0.9317,0.9318,0.9332,0.934,0.9356,0.9363,0.941,0.9594,0.974,0.9826,0.9863,0.9854,0.9844,0.9819,0.9795,0.977,0.974,0.9712,0.9686,0.9663,0.9625,0.9604,0.9571,0.9547,0.9513,0.949,0.9457,0.9422,0.9397,0.9369,0.9343,0.9313,0.9278,0.9253,0.923,0.9194,0.9168,0.9143,0.9113,0.9088,0.906,0.9036,0.9009,0.8987,0.8968,0.8939,0.8913,0.8887,0.8867,0.8841,0.8821,0.8802,0.8776,0.8755,0.873,0.8718,0.8687,0.8674,0.865,0.8632,0.8609,0.8588,0.857,0.855,0.8534,0.8517,0.8496,0.8475,0.8458,0.8445,0.8432,0.8414,0.8397,0.8377,0.8361,0.8348,0.8333,0.8322,0.8306,0.8294,0.8276,0.8262,0.8242,0.8237,0.8221
D10,0.1093,0.1113,0.1134,0.1157,0.1185,0.1214,0.125,0.1283,0.1323,0.1368,0.1414,0.147,0.1528,0.1597,0.1671,0.1753,0.1846,0.1948,0.2063,0.2197,0.2347,0.2508,0.2691,0.2881,0.3099,0.3356,0.3641,0.3956,0.4292,0.461,0.4844,0.5153,0.5498,0.589,0.6243,0.6581,0.6908,0.7228,0.7529,0.7822,0.8111,0.8389,0.8655,0.8792,0.879,0.8997,0.9125,0.9128,0.9112,0.9084,0.9039,0.9006,0.8997,0.9001,0.9032,0.9075,0.9134,0.9407,0.94,0.9379,0.9355,0.9349,0.9345,0.9345,0.9357,0.9364,0.9374,0.9388,0.9406,0.9416,0.9426,0.944,0.9491,0.9683,0.9836,0.992,0.995,0.9944,0.9926,0.9898,0.9869,0.9843,0.9813,0.9785,0.9753,0.9727,0.9695,0.9671,0.9633,0.9612,0.958,0.9545,0.9518,0.9491,0.9459,0.9432,0.9407,0.9374,0.9345,0.9318,0.929,0.9262,0.9236,0.9207,0.9179,0.9151,0.9125,0.9104,0.9077,0.9048,0.9026,0.9003,0.8981,0.8955,0.8932,0.8906,0.8883,0.8865,0.8836,0.8823,0.8797,0.8773,0.8758,0.8737,0.8712,0.8687,0.8675,0.8652,0.8638,0.8613,0.86,0.8576,0.8556,0.8547,0.853,0.8504,0.8485,0.8467,0.8452,0.8439,0.8418,0.8402,0.8389,0.8372,0.8357,0.834,0.8323,0.8308,0.8296
D11,0.0877,0.0878,0.0877,0.0877,0.0879,0.0878,0.0879,0.0876,0.0878,0.0878,0.0877,0.0879,0.0878,0.0878,0.0879,0.0879,0.0879,0.0878,0.0877,0.0879,0.0877,0.0877,0.0877,0.0879,0.0877,0.0877,0.0876,0.0878,0.0878,0.0877,0.0877,0.0879,0.0877,0.0878,0.0876,0.0878,0.0879,0.0879,0.0876,0.0878,0.0878,0.0878,0.0877,0.0878,0.0879,0.0878,0.0878,0.0878,0.0877,0.0877,0.0878,0.0877,0.0877,0.0877,0.0877,0.0878,0.0878,0.0879,0.0877,0.0878,0.0876,0.0877,0.0878,0.0878,0.0878,0.0879,0.0877,0.0878,0.0878,0.0878,0.0878,0.0878,0.0879,0.0879,0.0877,0.0878,0.0878,0.0879,0.0876,0.0877,0.0879,0.0879,0.0878,0.0877,0.0878,0.0877,0.0879,0.0877,0.0879,0.0876,0.0877,0.0878,0.0879,0.0876,0.0878,0.0879,0.0878,0.088,0.0879,0.0879,0.0877,0.0878,0.0877,0.0879,0.0879,0.0876,0.0878,0.0878,0.0878,0.0877,0.0878,0.0878,0.0879,0.0878,0.0878,0.0879,0.0877,0.0877,0.0878,0.0879,0.0878,0.0879,0.0878,0.0878,0.0878,0.0878,0.0878,0.0879,0.0878,0.0879,0.0879,0.0879,0.0878,0.0877,0.0878,0.0878,0.0879,0.0878,0.0879,0.0878,0.0878,0.0878,0.0878,0.0879,0.0878,0.0878,0.0879,0.0878,0.0877
D12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E2,0.0879,0.088,0.088,0.0879,0.0881,0.0878,0.088,0.0879,0.0881,0.088,0.088,0.088,0.088,0.0879,0.088,0.0879,0.088,0.088,0.0879,0.0879,0.0879,0.0881,0.088,0.0879,0.0881,0.0878,0.0879,0.0879,0.088,0.0879,0.0879,0.0878,0.0879,0.0879,0.088,0.088,0.088,0.088,0.088,0.0879,0.088,0.088,0.088,0.088,0.0879,0.088,0.0879,0.0878,0.0879,0.088,0.088,0.0879,0.0878,0.0879,0.088,0.0879,0.0879,0.088,0.0879,0.0879,0.0879,0.088,0.0879,0.088,0.088,0.0879,0.088,0.088,0.0879,0.0878,0.0879,0.088,0.088,0.0879,0.088,0.0878,0.0879,0.0879,0.0879,0.0879,0.0879,0.088,0.0879,0.0879,0.0878,0.0879,0.088,0.0879,0.0879,0.088,0.088,0.088,0.088,0.0878,0.088,0.0878,0.088,0.0878,0.088,0.0881,0.0879,0.0879,0.088,0.088,0.088,0.0879,0.088,0.0879,0.088,0.0879,0.0879,0.0879,0.0879,0.0879,0.088,0.0879,0.088,0.0879,0.0879,0.0879,0.0879,0.0879,0.0878,0.088,0.0879,0.0879,0.0878,0.0879,0.0878,0.0879,0.088,0.0879,0.0878,0.088,0.0879,0.0881,0.0879,0.0879,0.0879,0.0879,0.0878,0.0879,0.0879,0.0881,0.0879,0.0878,0.0879,0.0879,0.0879
E3,0.1071,0.109,0.1113,0.1134,0.1159,0.1187,0.1219,0.1249,0.1287,0.1328,0.1376,0.1426,0.1482,0.1548,0.1617,0.1699,0.1787,0.1884,0.1996,0.2119,0.2258,0.2411,0.258,0.2771,0.2989,0.3219,0.3487,0.3795,0.413,0.45,0.4917,0.5343,0.562,0.5992,0.6391,0.6767,0.7109,0.7445,0.7754,0.8065,0.8366,0.866,0.8945,0.8979,0.9162,0.9432,0.9507,0.9518,0.947,0.9429,0.9399,0.9395,0.9421,0.9452,0.9497,0.9552,0.9835,0.9844,0.9828,0.9815,0.9804,0.9801,0.9803,0.9813,0.9822,0.9827,0.985,1.0054,1.0214,1.0313,1.0356,1.036,1.034,1.0307,1.0278,1.0252,1.022,1.0187,1.0156,1.0126,1.0095,1.0059,1.003,0.9989,0.9959,0.9931,0.9897,0.9865,0.9831,0.9804,0.9766,0.974,0.9714,0.9677,0.9646,0.9614,0.959,0.9559,0.9532,0.9502,0.9477,0.9449,0.9419,0.9387,0.9364,0.9339,0.9314,0.9289,0.9262,0.9236,0.9213,0.9186,0.9165,0.9137,0.9119,0.9099,0.9076,0.9055,0.9035,0.9012,0.8988,0.8959,0.8948,0.8926,0.8909,0.8885,0.8867,0.8848,0.8831,0.8815,0.8793,0.8776,0.8754,0.8741,0.8723,0.8707,0.8688,0.8672,0.8658,0.8639,0.8624,0.8609,0.8589,0.8583,0.8562,0.8548,0.8538,0.8519,0.8508
E4,0.1105,0.1123,0.115,0.1171,0.1199,0.1228,0.126,0.1295,0.1337,0.1381,0.143,0.1483,0.1547,0.1612,0.1692,0.178,0.1875,0.1982,0.2104,0.2235,0.2386,0.2551,0.2739,0.2943,0.3181,0.3431,0.3723,0.4051,0.4406,0.4811,0.5221,0.5496,0.5838,0.6256,0.664,0.7002,0.7338,0.7668,0.797,0.828,0.8573,0.8857,0.9136,0.9227,0.9265,0.9523,0.9573,0.9574,0.9529,0.9482,0.9446,0.9446,0.9465,0.95,0.9542,0.9599,0.9882,0.9884,0.9865,0.9849,0.9838,0.9838,0.9841,0.9856,0.9868,0.988,0.9893,0.9902,0.9956,1.0154,1.0304,1.0392,1.0423,1.0418,1.0394,1.0369,1.0343,1.0313,1.0279,1.0253,1.022,1.0185,1.0156,1.0117,1.0086,1.0059,1.0022,0.999,0.9957,0.9929,0.9896,0.9864,0.9836,0.9804,0.9769,0.9741,0.9715,0.9682,0.9656,0.963,0.9598,0.9568,0.9544,0.9511,0.9485,0.9457,0.9433,0.9407,0.9381,0.9349,0.9332,0.9304,0.928,0.9255,0.9233,0.921,0.9192,0.9166,0.9142,0.912,0.9098,0.9074,0.9057,0.9033,0.9012,0.8992,0.8971,0.8944,0.8935,0.8913,0.8894,0.8872,0.8851,0.8837,0.882,0.8804,0.8783,0.8768,0.8748,0.8729,0.8715,0.8694,0.868,0.8668,0.8647,0.8633,0.8623,0.8606,0.8592
E5,0.1088,0.1107,0.1133,0.1156,0.1184,0.1213,0.1247,0.1282,0.1322,0.1367,0.1417,0.1474,0.1536,0.1603,0.1682,0.1769,0.1867,0.1975,0.2103,0.2239,0.2392,0.2557,0.2748,0.2956,0.3203,0.3466,0.3767,0.4087,0.4471,0.4859,0.5193,0.5493,0.5856,0.6264,0.6636,0.6983,0.7313,0.7633,0.7937,0.8242,0.8536,0.8817,0.9089,0.9122,0.9188,0.9441,0.9486,0.9478,0.9426,0.9394,0.936,0.936,0.9381,0.9414,0.946,0.9518,0.9793,0.9799,0.9776,0.9755,0.9745,0.9736,0.9743,0.9755,0.9768,0.9778,0.979,0.9798,0.9811,0.9987,1.0148,1.0251,1.0308,1.031,1.0295,1.0273,1.0249,1.0215,1.0188,1.0156,1.0121,1.0089,1.0054,1.0022,0.9988,0.9956,0.9922,0.9896,0.9857,0.9828,0.9795,0.9766,0.9736,0.9705,0.9673,0.9645,0.9613,0.9583,0.956,0.953,0.95,0.9477,0.9446,0.9419,0.9389,0.9365,0.9344,0.932,0.9295,0.9264,0.9241,0.9217,0.9191,0.9167,0.9138,0.9121,0.9095,0.9081,0.9052,0.9033,0.9007,0.8985,0.8967,0.8941,0.8921,0.89,0.8882,0.8855,0.8839,0.8824,0.8799,0.8779,0.8759,0.8744,0.8727,0.8705,0.868,0.8668,0.8649,0.8632,0.8617,0.8597,0.8584,0.8569,0.8551,0.8534,0.8523,0.8507,0.8493
E6,0.1088,0.1105,0.113,0.115,0.1178,0.1209,0.1238,0.1277,0.1315,0.1361,0.141,0.1466,0.1527,0.1597,0.1674,0.1758,0.1857,0.1967,0.2086,0.2221,0.2376,0.254,0.273,0.2934,0.3171,0.345,0.3739,0.4066,0.4442,0.4814,0.5113,0.5412,0.5789,0.6195,0.656,0.6904,0.7239,0.7564,0.7863,0.8166,0.8455,0.874,0.9011,0.9017,0.9106,0.9363,0.9402,0.9395,0.9343,0.9312,0.9274,0.9269,0.9283,0.9313,0.9355,0.9419,0.9696,0.9696,0.9678,0.9659,0.9646,0.9645,0.9646,0.9662,0.9672,0.9686,0.9695,0.9706,0.9723,0.9844,1.0018,1.0145,1.0216,1.0232,1.0222,1.02,1.0182,1.0147,1.0123,1.0091,1.0061,1.0024,0.9993,0.9956,0.9925,0.9897,0.9861,0.9836,0.9799,0.9765,0.9734,0.9701,0.9678,0.9647,0.9616,0.9582,0.9554,0.9525,0.9496,0.9466,0.9436,0.9412,0.9382,0.9355,0.9324,0.9295,0.9277,0.9255,0.9228,0.9198,0.9179,0.9148,0.9125,0.9099,0.9074,0.9056,0.9035,0.9014,0.8988,0.8969,0.8942,0.8921,0.8901,0.888,0.8854,0.8833,0.882,0.8792,0.8781,0.8757,0.8734,0.872,0.8699,0.8681,0.8665,0.8644,0.862,0.8612,0.8593,0.8576,0.8556,0.8537,0.8529,0.8507,0.8491,0.8477,0.8463,0.8447,0.8428
E7,0.1087,0.1104,0.1129,0.1151,0.118,0.1209,0.1241,0.1279,0.1318,0.1364,0.1413,0.147,0.153,0.1602,0.1679,0.1764,0.1861,0.1972,0.2096,0.223,0.2379,0.2542,0.2738,0.2949,0.3186,0.3438,0.3756,0.4078,0.4427,0.4773,0.5039,0.5354,0.5732,0.6136,0.6499,0.6848,0.7176,0.7498,0.7802,0.8108,0.8395,0.868,0.8955,0.897,0.9029,0.9303,0.9344,0.9342,0.93,0.9264,0.9225,0.9216,0.9226,0.9247,0.9295,0.9346,0.9623,0.9648,0.9632,0.9613,0.9599,0.9593,0.9592,0.9611,0.9625,0.9639,0.965,0.9663,0.968,0.9691,0.9784,0.9971,1.0104,1.018,1.0199,1.0191,1.0176,1.0147,1.0119,1.0089,1.0061,1.0028,1.0004,0.9972,0.994,0.9907,0.988,0.985,0.9821,0.9785,0.9756,0.9721,0.9694,0.9666,0.9639,0.9605,0.958,0.9549,0.9518,0.9488,0.9462,0.9436,0.9406,0.9381,0.9353,0.9319,0.9301,0.9276,0.9255,0.9226,0.9205,0.9177,0.9152,0.913,0.9105,0.9086,0.9062,0.9045,0.902,0.8999,0.8975,0.8956,0.8935,0.8914,0.8893,0.8874,0.8859,0.8834,0.8817,0.8803,0.8778,0.8761,0.8745,0.8721,0.8712,0.8689,0.8665,0.8655,0.8638,0.8622,0.8601,0.8587,0.8575,0.8555,0.8535,0.8526,0.8511,0.8495,0.848
E8,0.1098,0.1119,0.1141,0.1166,0.1192,0.1221,0.1254,0.1292,0.133,0.1374,0.1423,0.1479,0.1541,0.1608,0.1686,0.1774,0.1867,0.1974,0.2094,0.2227,0.2379,0.2548,0.2733,0.2941,0.3174,0.3426,0.3739,0.4047,0.4395,0.4734,0.4982,0.5293,0.566,0.6069,0.6431,0.6784,0.7117,0.7438,0.7754,0.8051,0.8343,0.8628,0.8903,0.904,0.8994,0.9286,0.9349,0.9352,0.9322,0.9282,0.9239,0.9216,0.9212,0.9227,0.927,0.9314,0.9394,0.9638,0.9625,0.9605,0.9591,0.9582,0.9581,0.9593,0.9601,0.9615,0.9629,0.9644,0.9656,0.9671,0.9692,0.9861,1.0027,1.0134,1.0185,1.0194,1.0179,1.0157,1.0136,1.0111,1.0086,1.0056,1.0025,0.9994,0.9963,0.9932,0.9901,0.9875,0.9842,0.9814,0.9783,0.9749,0.9721,0.9689,0.9659,0.9627,0.9595,0.9568,0.9539,0.9511,0.9478,0.9455,0.9425,0.9394,0.9367,0.9336,0.9313,0.9291,0.9267,0.9237,0.9212,0.9185,0.916,0.9137,0.911,0.9095,0.9065,0.9046,0.9024,0.9005,0.8974,0.8958,0.8931,0.8918,0.8894,0.887,0.8855,0.883,0.8807,0.8795,0.8768,0.8751,0.8733,0.8715,0.8698,0.8678,0.8655,0.8646,0.8624,0.8601,0.8593,0.8575,0.8558,0.854,0.8522,0.8511,0.8493,0.8476,0.8466
E9,0.1089,0.1108,0.113,0.1148,0.1179,0.1209,0.1238,0.1275,0.1313,0.1355,0.1402,0.1455,0.1514,0.158,0.1652,0.1733,0.1825,0.1924,0.2041,0.2167,0.2312,0.2469,0.2646,0.285,0.3068,0.3314,0.3612,0.3909,0.4238,0.4579,0.482,0.5123,0.5473,0.5884,0.6252,0.6604,0.6936,0.7264,0.7573,0.7877,0.8168,0.8452,0.872,0.8798,0.8886,0.9149,0.9223,0.9237,0.9223,0.9195,0.9139,0.9104,0.909,0.9098,0.9129,0.9173,0.9221,0.951,0.9509,0.9493,0.9476,0.9465,0.9453,0.9467,0.9474,0.9489,0.95,0.9513,0.9529,0.9543,0.956,0.9714,0.989,1.0004,1.0062,1.0066,1.0053,1.0029,1.0001,0.9977,0.9949,0.992,0.9887,0.9855,0.9828,0.9797,0.9768,0.9742,0.9706,0.9682,0.9652,0.9616,0.9587,0.9561,0.9533,0.95,0.9475,0.9442,0.942,0.9387,0.9356,0.9334,0.9306,0.9276,0.9245,0.922,0.9197,0.9172,0.9147,0.9122,0.9101,0.9075,0.9049,0.9026,0.9003,0.8984,0.8956,0.8938,0.8912,0.8897,0.887,0.8851,0.8827,0.8809,0.8791,0.8766,0.8753,0.8728,0.871,0.8696,0.867,0.8659,0.8639,0.8621,0.8609,0.8581,0.8564,0.8549,0.8529,0.8513,0.8499,0.8484,0.8471,0.8454,0.844,0.8427,0.8412,0.8396,0.8381
E10,0.1098,0.1115,0.1136,0.1157,0.1184,0.1219,0.1248,0.1285,0.1322,0.1364,0.1413,0.1469,0.1525,0.1592,0.1665,0.1746,0.1839,0.1937,0.2055,0.2183,0.2325,0.248,0.2664,0.2865,0.3083,0.3325,0.3619,0.3908,0.4245,0.4573,0.4817,0.5116,0.5449,0.5841,0.6217,0.6565,0.6901,0.7223,0.7538,0.7835,0.8128,0.8418,0.8691,0.8721,0.8949,0.8991,0.9245,0.9275,0.9263,0.9238,0.9188,0.9141,0.9126,0.9122,0.9147,0.9185,0.9231,0.9374,0.9551,0.9529,0.9508,0.9496,0.9487,0.9487,0.9494,0.95,0.9512,0.9526,0.9538,0.9554,0.9566,0.958,0.9647,0.9843,0.9992,1.0071,1.009,1.0083,1.006,1.0038,1.001,0.9978,0.9947,0.9919,0.9891,0.986,0.9829,0.9801,0.9766,0.9743,0.9711,0.9678,0.9652,0.9621,0.9595,0.9562,0.9536,0.9507,0.948,0.9452,0.9416,0.9392,0.9368,0.9334,0.9306,0.928,0.9251,0.9235,0.9205,0.9174,0.9151,0.9125,0.9103,0.9076,0.9053,0.9027,0.9006,0.8984,0.8957,0.8943,0.8915,0.8891,0.8872,0.8852,0.8822,0.8803,0.879,0.8763,0.8746,0.873,0.8706,0.8684,0.8666,0.8651,0.8636,0.8617,0.8588,0.8573,0.8556,0.8536,0.8522,0.8505,0.8489,0.8473,0.8456,0.8444,0.8426,0.8414,0.8398
E11,0.087,0.0871,0.0872,0.0872,0.0872,0.0872,0.0871,0.0872,0.0872,0.0872,0.0871,0.0872,0.0872,0.087,0.0874,0.0873,0.0869,0.087,0.0872,0.0873,0.0871,0.0872,0.0872,0.0872,0.0871,0.0871,0.0871,0.0871,0.0871,0.0872,0.0871,0.087,0.0871,0.0872,0.0872,0.0873,0.087,0.0872,0.0871,0.087,0.0871,0.0871,0.0871,0.0871,0.087,0.0871,0.0871,0.087,0.0871,0.0871,0.0871,0.0871,0.0871,0.0871,0.087,0.0872,0.0872,0.0869,0.0871,0.0873,0.0871,0.0871,0.0872,0.0873,0.0873,0.0873,0.0872,0.0872,0.0871,0.0872,0.0872,0.0872,0.0872,0.0871,0.0873,0.0871,0.0871,0.0871,0.0872,0.0872,0.0872,0.0873,0.0872,0.0871,0.087,0.0871,0.0872,0.0871,0.087,0.0871,0.0872,0.0871,0.0872,0.0872,0.0871,0.0873,0.0871,0.0873,0.087,0.0873,0.0872,0.0872,0.0872,0.0871,0.0872,0.0872,0.0872,0.0871,0.0874,0.0871,0.0871,0.0873,0.0872,0.0871,0.0872,0.0873,0.0873,0.0871,0.0873,0.0872,0.0871,0.0872,0.0869,0.0872,0.0872,0.087,0.0871,0.0872,0.087,0.087,0.0871,0.0871,0.0873,0.0871,0.0872,0.0872,0.087,0.0872,0.0872,0.0871,0.0872,0.087,0.0872,0.0873,0.0872,0.087,0.0872,0.0872,0.087
E12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F2,0.0881,0.0881,0.0882,0.0881,0.0881,0.0882,0.0881,0.0882,0.088,0.088,0.0881,0.0881,0.0881,0.0881,0.088,0.0881,0.0881,0.088,0.088,0.088,0.0881,0.0881,0.0881,0.0881,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.0879,0.088,0.0879,0.088,0.0882,0.0881,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.0881,0.0881,0.0879,0.0881,0.088,0.0881,0.088,0.088,0.088,0.088,0.0881,0.088,0.0881,0.0879,0.0879,0.088,0.088,0.088,0.0879,0.0879,0.0881,0.0881,0.088,0.088,0.088,0.0881,0.088,0.088,0.088,0.0881,0.0879,0.088,0.088,0.088,0.0881,0.088,0.0881,0.088,0.088,0.0879,0.088,0.0881,0.0878,0.0879,0.0879,0.0881,0.0879,0.088,0.0879,0.088,0.088,0.088,0.088,0.088,0.088,0.0881,0.088,0.0881,0.088,0.0881,0.088,0.0881,0.088,0.088,0.088,0.0881,0.088,0.088,0.0879,0.0881,0.0881,0.0881,0.0879,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.0881,0.0881,0.0879,0.0881,0.088,0.088,0.0881,0.0881,0.088,0.088,0.088,0.0881,0.0881,0.0879,0.088,0.0879,0.088,0.088,0.088,0.088,0.088,0.088,0.088
F3,0.0872,0.087,0.0872,0.0871,0.0871,0.0871,0.087,0.087,0.0871,0.087,0.087,0.087,0.0871,0.087,0.087,0.087,0.087,0.0869,0.0869,0.0871,0.0871,0.0871,0.087,0.087,0.087,0.087,0.0871,0.087,0.087,0.0869,0.0869,0.0869,0.0869,0.0869,0.087,0.087,0.0869,0.0871,0.0869,0.087,0.087,0.0869,0.087,0.087,0.087,0.0868,0.0869,0.087,0.0868,0.0869,0.0869,0.087,0.0869,0.087,0.0871,0.087,0.087,0.087,0.0868,0.087,0.0869,0.087,0.0871,0.087,0.0871,0.087,0.0869,0.0872,0.087,0.087,0.0868,0.0869,0.0871,0.087,0.0869,0.0869,0.0869,0.0869,0.0869,0.087,0.0869,0.087,0.087,0.087,0.087,0.087,0.087,0.0868,0.0869,0.0869,0.087,0.087,0.0871,0.0869,0.0871,0.0871,0.087,0.0871,0.087,0.087,0.0869,0.087,0.0871,0.087,0.087,0.087,0.087,0.087,0.087,0.087,0.087,0.0868,0.087,0.087,0.0871,0.0869,0.087,0.0869,0.087,0.087,0.087,0.0871,0.0869,0.0871,0.087,0.087,0.0871,0.087,0.0869,0.087,0.0869,0.0869,0.0871,0.0869,0.087,0.087,0.0869,0.087,0.087,0.0869,0.087,0.0869,0.0871,0.0871,0.0869,0.0869,0.087,0.087,0.087
F4,0.0884,0.0883,0.0885,0.0883,0.0884,0.0883,0.0883,0.0884,0.0883,0.0883,0.0884,0.0884,0.0884,0.0883,0.0884,0.0883,0.0882,0.0881,0.0882,0.0884,0.0883,0.0883,0.0883,0.0883,0.0883,0.0883,0.0884,0.0882,0.0881,0.0883,0.0883,0.0882,0.0881,0.0881,0.0883,0.0883,0.0883,0.0884,0.0882,0.0882,0.0882,0.0882,0.0882,0.0881,0.0884,0.0883,0.0882,0.0882,0.0882,0.0882,0.0882,0.0881,0.0882,0.0883,0.0882,0.0883,0.0882,0.0883,0.0882,0.0882,0.0882,0.0882,0.0882,0.0882,0.0882,0.0882,0.0883,0.0883,0.0882,0.0882,0.0882,0.0882,0.0883,0.0883,0.0882,0.0882,0.0882,0.0882,0.0882,0.0882,0.0882,0.0883,0.0882,0.0882,0.0883,0.0882,0.0884,0.0883,0.0882,0.0882,0.0882,0.0883,0.0882,0.0882,0.0883,0.0882,0.0882,0.0884,0.0882,0.0882,0.0882,0.0883,0.0883,0.0883,0.0882,0.0882,0.0882,0.0884,0.0883,0.0883,0.0883,0.0881,0.0883,0.0882,0.0882,0.0883,0.0884,0.0881,0.0882,0.0882,0.0882,0.0882,0.0883,0.0882,0.0882,0.0883,0.0884,0.0882,0.0884,0.0882,0.0882,0.0882,0.0882,0.0883,0.0883,0.0883,0.0882,0.0883,0.0885,0.0883,0.0882,0.0882,0.0882,0.0883,0.0882,0.0883,0.0883,0.0882,0.0882
